"Id","Name","Path","UserName","CPU","WS","Date"
"684","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\???????","0,046875","9486336","06.12.2022 23:29:58"
"728","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\NETWORK SERVICE","0,28125","6791168","06.12.2022 23:29:58"
"888","svchost","C:\Windows\System32\svchost.exe","NT AUTHORITY\LOCAL SERVICE","1,578125","25817088","06.12.2022 23:29:58"
"936","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\???????","3,625","32759808","06.12.2022 23:29:58"
"964","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\LOCAL SERVICE","0,109375","16797696","06.12.2022 23:29:58"
"1084","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\LOCAL SERVICE","0,0625","10702848","06.12.2022 23:29:58"
"1644","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\LOCAL SERVICE","0,03125","7442432","06.12.2022 23:29:58"
"1832","svchost","C:\Windows\System32\svchost.exe","NT AUTHORITY\NETWORK SERVICE","0","4014080","06.12.2022 23:29:58"
"1900","svchost","C:\Windows\System32\svchost.exe","NT AUTHORITY\???????","0,046875","11898880","06.12.2022 23:29:58"
"2204","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\NETWORK SERVICE","0","4366336","06.12.2022 23:29:58"
"4","System","","","12,296875","274432","06.12.2022 23:29:58"
"2920","taskhostex","C:\Windows\system32\taskhostex.exe","YSN\?????????????","0","8814592","06.12.2022 23:29:58"
"824","VBoxService","C:\Windows\System32\VBoxService.exe","NT AUTHORITY\???????","0,046875","5992448","06.12.2022 23:29:58"
"3152","VBoxTray","C:\Windows\System32\VBoxTray.exe","YSN\?????????????","0,15625","6799360","06.12.2022 23:29:58"
"2256","vds","C:\Windows\System32\vds.exe","NT AUTHORITY\???????","0,03125","8138752","06.12.2022 23:29:58"
"428","wininit","C:\Windows\system32\wininit.exe","NT AUTHORITY\???????","0,015625","3739648","06.12.2022 23:29:58"
"464","winlogon","C:\Windows\system32\winlogon.exe","NT AUTHORITY\???????","0,03125","6017024","06.12.2022 23:29:58"
"1956","winpty-agent","c:\ProgramData\Microsoft VS Code\resources\app\node_modules.asar.unpacked\node-pty\build\Release\winpty-agent.exe","YSN\?????????????","0","8024064","06.12.2022 23:29:58"
