"Id","Name","Path","UserName","CPU","WS","Date"
"1524","Microsoft.ActiveDirectory.WebServices","C:\Windows\ADWS\Microsoft.ActiveDirectory.WebServices.exe","NT AUTHORITY\???????","0,28125","41664512","07.12.2022 0:25:25"
"932","mmc","C:\Windows\system32\mmc.exe","YSN\?????????????","0,9375","24817664","07.12.2022 0:25:25"
"1376","msdtc","C:\Windows\System32\msdtc.exe","NT AUTHORITY\NETWORK SERVICE","0,03125","6696960","07.12.2022 0:25:25"
"2732","powershell","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","YSN\?????????????","0,15625","55988224","07.12.2022 0:25:25"
"520","services","","","0,1875","5963776","07.12.2022 0:25:25"
"244","smss","","","0,109375","1064960","07.12.2022 0:25:25"
"1500","spoolsv","C:\Windows\System32\spoolsv.exe","NT AUTHORITY\???????","0,03125","9228288","07.12.2022 0:25:25"
"76","svchost","C:\Windows\System32\svchost.exe","NT AUTHORITY\???????","0,015625","8622080","07.12.2022 0:25:25"
"436","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\NETWORK SERVICE","0,015625","14987264","07.12.2022 0:25:25"
"676","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\???????","0,046875","9461760","07.12.2022 0:25:25"
"720","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\NETWORK SERVICE","0,09375","6574080","07.12.2022 0:25:25"
"876","svchost","C:\Windows\System32\svchost.exe","NT AUTHORITY\LOCAL SERVICE","2,21875","37785600","07.12.2022 0:25:25"
"924","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\???????","4,21875","41615360","07.12.2022 0:25:25"
"972","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\LOCAL SERVICE","0,09375","16203776","07.12.2022 0:25:25"
"1064","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\LOCAL SERVICE","0,015625","10477568","07.12.2022 0:25:25"
"1624","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\LOCAL SERVICE","0,03125","7475200","07.12.2022 0:25:25"
"1840","svchost","C:\Windows\System32\svchost.exe","NT AUTHORITY\NETWORK SERVICE","0","4014080","07.12.2022 0:25:25"
"1908","svchost","C:\Windows\System32\svchost.exe","NT AUTHORITY\???????","0,109375","11259904","07.12.2022 0:25:25"
"2276","svchost","C:\Windows\system32\svchost.exe","NT AUTHORITY\NETWORK SERVICE","0","4399104","07.12.2022 0:25:25"
"2336","svchost","C:\Windows\System32\svchost.exe","NT AUTHORITY\???????","0","4608000","07.12.2022 0:25:25"
"4","System","","","1,40625","282624","07.12.2022 0:25:25"
"2872","taskhostex","C:\Windows\system32\taskhostex.exe","YSN\?????????????","0,015625","7540736","07.12.2022 0:25:25"
"820","VBoxService","C:\Windows\System32\VBoxService.exe","NT AUTHORITY\???????","0,03125","5836800","07.12.2022 0:25:25"
"2108","VBoxTray","C:\Windows\System32\VBoxTray.exe","YSN\?????????????","0","6639616","07.12.2022 0:25:25"
"2228","vds","C:\Windows\System32\vds.exe","NT AUTHORITY\???????","0,03125","8101888","07.12.2022 0:25:25"
"424","wininit","C:\Windows\system32\wininit.exe","NT AUTHORITY\???????","0,046875","3825664","07.12.2022 0:25:25"
"460","winlogon","C:\Windows\system32\winlogon.exe","NT AUTHORITY\???????","0,03125","6012928","07.12.2022 0:25:25"
"2676","winpty-agent","c:\ProgramData\Microsoft VS Code\resources\app\node_modules.asar.unpacked\node-pty\build\Release\winpty-agent.exe","YSN\?????????????","0","3960832","07.12.2022 0:25:25"
"1764","WMIADAP","C:\Windows\system32\wbem\WMIADAP.EXE","NT AUTHORITY\???????","0","5017600","07.12.2022 0:25:25"
"1180","WmiPrvSE","C:\Windows\system32\wbem\wmiprvse.exe","NT AUTHORITY\NETWORK SERVICE","0,28125","12054528","07.12.2022 0:25:25"
"2584","WmiPrvSE","C:\Windows\system32\wbem\wmiprvse.exe","NT AUTHORITY\???????","0,015625","6066176","07.12.2022 0:25:25"
